Data,Sentiment,Classification,Language
"The issue is not resolved:sub-symbolicreasoning can make many of the same inscrutable mistakes that human intuition does, such asalgorithmic bias. Critics such asNoam Chomskyargue continuing research into symbolic AI will still be necessary to attain general intelligence,[392][393]in part because sub-symbolic AI is a move away fromexplainable AI: it can be difficult or impossible to understand why a modern statistical AI program made a particular decision. The emerging field ofneuro-symbolic artificial intelligenceattempts to bridge the two approaches.",-0.07083333333333332,NEGATIVE,en
"""Neats"" hope that intelligent behavior is described using simple, elegant principles (such aslogic,optimization, orneural networks). ""Scruffies"" expect that it necessarily requires solving a large number of unrelated problems. Neats defend their programs with theoretical rigor, scruffies rely mainly on incremental testing to see if they work. This issue was actively discussed in the 1970s and 1980s,[394]but eventually was seen as irrelevant. Modern AI has elements of both.",0.11341991341991342,NEGATIVE,en
"Finding a provably correct or optimal solution isintractablefor many important problems.[15]Soft computing is a set of techniques, includinggenetic algorithms,fuzzy logicand neural networks, that are tolerant of imprecision, uncertainty, partial truth and approximation. Soft computing was introduced in the late 1980s and most successful AI programs in the 21st century are examples of soft computing with neural networks.",0.21666666666666667,POSITIVE,en
"AI researchers are divided as to whether to pursue the goals of artificial general intelligence andsuperintelligencedirectly or to solve as many specific problems as possible (narrow AI) in hopes these solutions will lead indirectly to the field's long-term goals.[395][396]General intelligence is difficult to define and difficult to measure, and modern AI has had more verifiable successes by focusing on specific problems with specific solutions. The sub-field of artificial general intelligence studies this area exclusively.",-0.07857142857142856,NEGATIVE,en
"Thephilosophy of minddoes not know whether a machine can have amind,consciousnessandmental states, in the same sense that human beings do. This issue considers the internal experiences of the machine, rather than its external behavior. Mainstream AI research considers this issue irrelevant because it does not affect the goals of the field: to build machines that can solve problems using intelligence.RussellandNorvigadd that ""[t]he additional project of making a machine conscious in exactly the way humans are is not one that we are equipped to take on.""[397]However, the question has become central to the philosophy of mind. It is also typically the central question at issue inartificial intelligence in fiction.",-0.03166666666666666,NEGATIVE,en
"David Chalmersidentified two problems in understanding the mind, which he named the ""hard"" and ""easy"" problems of consciousness.[398]The easy problem is understanding how the brain processes signals, makes plans and controls behavior. The hard problem is explaining how thisfeelsor why it should feel like anything at all, assuming we are right in thinking that it truly does feel like something (Dennett's consciousness illusionism says this is an illusion). While humaninformation processingis easy to explain, humansubjective experienceis difficult to explain. For example, it is easy to imagine a color-blind person who has learned to identify which objects in their field of view are red, but it is not clear what would be required for the person toknow what red looks like.[399]",0.08051948051948052,NEGATIVE,en
Computationalism is the position in thephilosophy of mindthat the human mind is an information processing system and that thinking is a form of computing. Computationalism argues that the relationship between mind and body is similar or identical to the relationship between software and hardware and thus may be a solution to themind–body problem. This philosophical position was inspired by the work of AI researchers and cognitive scientists in the 1960s and was originally proposed by philosophersJerry FodorandHilary Putnam.[400],0.09375,NEGATIVE,en
"PhilosopherJohn Searlecharacterized this position as ""strong AI"": ""The appropriately programmed computer with the right inputs and outputs would thereby have a mind in exactly the same sense human beings have minds.""[ac]Searle challenges this claim with hisChinese roomargument, which attempts to show that even a computer capable of perfectly simulating human behavior would not have a mind.[404]",0.2965608465608466,NEGATIVE,en
"It is difficult or impossible to reliably evaluate whether an advancedAI is sentient(has the ability to feel), and if so, to what degree.[405]But if there is a significant chance that a given machine can feel and suffer, then it may be entitled to certain rights or welfare protection measures, similarly to animals.[406][407]Sapience(a set of capacities related to high intelligence, such as discernment orself-awareness) may provide another moral basis for AI rights.[406]Robot rightsare also sometimes proposed as a practical way to integrate autonomous agents into society.[408]",-0.0017380952380952163,NEGATIVE,en
"In 2017, the European Union considered granting ""electronic personhood"" to some of the most capable AI systems. Similarly to the legal status of companies, it would have conferred rights but also responsibilities.[409]Critics argued in 2018 that granting rights to AI systems would downplay the importance ofhuman rights, and that legislation should focus on user needs rather than speculative futuristic scenarios. They also noted that robots lacked the autonomy to take part to society on their own.[410][411]",0.18,NEGATIVE,en
"Progress in AI increased interest in the topic. Proponents of AI welfare and rights often argue that AI sentience, if it emerges, would be particularly easy to deny. They warn that this may be amoral blind spotanalogous toslaveryorfactory farming, which could lead tolarge-scale sufferingif sentient AI is created and carelessly exploited.[407][406]",-0.18888888888888888,NEGATIVE,en
"Asuperintelligenceis a hypothetical agent that would possess intelligence far surpassing that of the brightest and most gifted human mind.[396]If research intoartificial general intelligenceproduced sufficiently intelligent software, it might be able toreprogram and improve itself. The improved software would be even better at improving itself, leading to whatI. J. Goodcalled an ""intelligence explosion"" andVernor Vingecalled a ""singularity"".[412]",0.36875,NEGATIVE,en
"However, technologies cannot improve exponentially indefinitely, and typically follow anS-shaped curve, slowing when they reach the physical limits of what the technology can do.[413]",-0.08333333333333333,NEGATIVE,en
"Robot designerHans Moravec, cyberneticistKevin Warwickand inventorRay Kurzweilhave predicted that humans and machines may merge in the future intocyborgsthat are more capable and powerful than either. This idea, called transhumanism, has roots in the writings ofAldous HuxleyandRobert Ettinger.[414]",0.25,POSITIVE,en
"Edward Fredkinargues that ""artificial intelligence is the next step in evolution"", an idea first proposed bySamuel Butler's ""Darwin among the Machines"" as far back as 1863, and expanded upon byGeorge Dysonin his 1998 bookDarwin Among the Machines: The Evolution of Global Intelligence.[415]",-0.041666666666666664,POSITIVE,en
"Arguments fordecomputinghave been raised byDan McQuillan(Resisting AI: An Anti-fascist Approach to Artificial Intelligence, 2022), meaning an opposition to the sweeping application and expansion of artificial intelligence. Similar todegrowththe approach criticizes AI as an outgrowth of the systemic issues and capitalist world we live in. Arguing that a different future is possible, in which distance between people is reduced and not increased to AI intermediaries.[416]",-0.15194805194805192,NEGATIVE,en
"Thought-capable artificial beings have appeared as storytelling devices since antiquity,[417]and have been a persistent theme inscience fiction.[418]",-0.6,POSITIVE,en
"A commontropein these works began withMary Shelley'sFrankenstein, where a human creation becomes a threat to its masters. This includes such works asArthur C. Clarke'sandStanley Kubrick's2001: A Space Odyssey(both 1968), withHAL 9000, the murderous computer in charge of theDiscovery Onespaceship, as well asThe Terminator(1984) andThe Matrix(1999). In contrast, the rare loyal robots such as Gort fromThe Day the Earth Stood Still(1951) and Bishop fromAliens(1986) are less prominent in popular culture.[419]",0.19583333333333333,NEGATIVE,en
"Isaac Asimovintroduced theThree Laws of Roboticsin many stories, most notably with the ""Multivac"" super-intelligent computer. Asimov's laws are often brought up during lay discussions of machine ethics;[420]while almost all artificial intelligence researchers are familiar with Asimov's laws through popular culture, they generally consider the laws useless for many reasons, one of which is their ambiguity.[421]",0.2138888888888889,NEGATIVE,en
"Several works use AI to force us to confront the fundamental question of what makes us human, showing us artificial beings that havethe ability to feel, and thus to suffer. This appears inKarel Čapek'sR.U.R., the filmsA.I. Artificial IntelligenceandEx Machina, as well as the novelDo Androids Dream of Electric Sheep?, byPhilip K. Dick. Dick considers the idea that our understanding of human subjectivity is altered by technology created with artificial intelligence.[422]",-0.3,NEGATIVE,en
The two most widely used textbooks in 2023 (see theOpen Syllabus):,0.2,POSITIVE,en
The four most widely used AI textbooks in 2008:,0.2,POSITIVE,en
Other textbooks:,-0.125,NEGATIVE,en
